// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa
// command took 4.88s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa
// command took 8.55s and exited with 0
// ***** Done, took 00:00:13 (13.77 sec)   *****
// Found 3 benchmarks:
//   BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
//   BoxingAndUnboxingBenchmarks.GetStringGeneric: DefaultJob
//   BoxingAndUnboxingBenchmarks.GetStringGenericRef: DefaultJob

// **************************
// Benchmark: BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8c473214-104a-4c33-b2a8-b19d3598ebfa.dll" --benchmarkName "BoxingAndUnboxingBenchmarks.GetStringInterface" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadPilot   20: 8388608 op, 112846081.00 ns, 13.4523 ns/op
WorkloadPilot   21: 16777216 op, 228449925.00 ns, 13.6167 ns/op
WorkloadPilot   22: 33554432 op, 467358089.00 ns, 13.9284 ns/op
WorkloadPilot   23: 67108864 op, 957539272.00 ns, 14.2684 ns/op

OverheadWarmup   1: 67108864 op, 310725598.00 ns, 4.6302 ns/op
OverheadWarmup   2: 67108864 op, 371656312.00 ns, 5.5381 ns/op
OverheadWarmup   3: 67108864 op, 315185779.00 ns, 4.6966 ns/op
OverheadWarmup   4: 67108864 op, 365390159.00 ns, 5.4447 ns/op
OverheadWarmup   5: 67108864 op, 321214223.00 ns, 4.7865 ns/op

OverheadActual   1: 67108864 op, 324180741.00 ns, 4.8307 ns/op
OverheadActual   2: 67108864 op, 323882019.00 ns, 4.8262 ns/op
OverheadActual   3: 67108864 op, 344767269.00 ns, 5.1374 ns/op
OverheadActual   4: 67108864 op, 567976985.00 ns, 8.4635 ns/op
OverheadActual   5: 67108864 op, 328128913.00 ns, 4.8895 ns/op
OverheadActual   6: 67108864 op, 339221511.00 ns, 5.0548 ns/op
OverheadActual   7: 67108864 op, 380333218.00 ns, 5.6674 ns/op
OverheadActual   8: 67108864 op, 360875656.00 ns, 5.3775 ns/op
OverheadActual   9: 67108864 op, 475550274.00 ns, 7.0863 ns/op
OverheadActual  10: 67108864 op, 404225262.00 ns, 6.0234 ns/op
OverheadActual  11: 67108864 op, 330447328.00 ns, 4.9240 ns/op
OverheadActual  12: 67108864 op, 327328082.00 ns, 4.8776 ns/op
OverheadActual  13: 67108864 op, 312175699.00 ns, 4.6518 ns/op
OverheadActual  14: 67108864 op, 313716593.00 ns, 4.6747 ns/op
OverheadActual  15: 67108864 op, 310979125.00 ns, 4.6340 ns/op
OverheadActual  16: 67108864 op, 336303704.00 ns, 5.0113 ns/op
OverheadActual  17: 67108864 op, 319626340.00 ns, 4.7628 ns/op
OverheadActual  18: 67108864 op, 313621375.00 ns, 4.6733 ns/op
OverheadActual  19: 67108864 op, 311074713.00 ns, 4.6354 ns/op
OverheadActual  20: 67108864 op, 311750676.00 ns, 4.6454 ns/op

WorkloadWarmup   1: 67108864 op, 940672280.00 ns, 14.0171 ns/op
WorkloadWarmup   2: 67108864 op, 924636760.00 ns, 13.7782 ns/op
WorkloadWarmup   3: 67108864 op, 945542799.00 ns, 14.0897 ns/op
WorkloadWarmup   4: 67108864 op, 1011734096.00 ns, 15.0760 ns/op
WorkloadWarmup   5: 67108864 op, 912057923.00 ns, 13.5907 ns/op
WorkloadWarmup   6: 67108864 op, 902482551.00 ns, 13.4480 ns/op
WorkloadWarmup   7: 67108864 op, 931218902.00 ns, 13.8762 ns/op
WorkloadWarmup   8: 67108864 op, 908304388.00 ns, 13.5348 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 910526094.00 ns, 13.5679 ns/op
WorkloadActual   2: 67108864 op, 904867136.00 ns, 13.4836 ns/op
WorkloadActual   3: 67108864 op, 905485537.00 ns, 13.4928 ns/op
WorkloadActual   4: 67108864 op, 898213461.00 ns, 13.3844 ns/op
WorkloadActual   5: 67108864 op, 926416917.00 ns, 13.8047 ns/op
WorkloadActual   6: 67108864 op, 909091073.00 ns, 13.5465 ns/op
WorkloadActual   7: 67108864 op, 911051385.00 ns, 13.5757 ns/op
WorkloadActual   8: 67108864 op, 924552685.00 ns, 13.7769 ns/op
WorkloadActual   9: 67108864 op, 919172684.00 ns, 13.6967 ns/op
WorkloadActual  10: 67108864 op, 910226957.00 ns, 13.5634 ns/op
WorkloadActual  11: 67108864 op, 906492199.00 ns, 13.5078 ns/op
WorkloadActual  12: 67108864 op, 1040815877.00 ns, 15.5094 ns/op
WorkloadActual  13: 67108864 op, 899192404.00 ns, 13.3990 ns/op
WorkloadActual  14: 67108864 op, 902042909.00 ns, 13.4415 ns/op
WorkloadActual  15: 67108864 op, 923302122.00 ns, 13.7583 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 582797596.50 ns, 8.6844 ns/op
WorkloadResult   2: 67108864 op, 577138638.50 ns, 8.6000 ns/op
WorkloadResult   3: 67108864 op, 577757039.50 ns, 8.6093 ns/op
WorkloadResult   4: 67108864 op, 570484963.50 ns, 8.5009 ns/op
WorkloadResult   5: 67108864 op, 598688419.50 ns, 8.9212 ns/op
WorkloadResult   6: 67108864 op, 581362575.50 ns, 8.6630 ns/op
WorkloadResult   7: 67108864 op, 583322887.50 ns, 8.6922 ns/op
WorkloadResult   8: 67108864 op, 596824187.50 ns, 8.8934 ns/op
WorkloadResult   9: 67108864 op, 591444186.50 ns, 8.8132 ns/op
WorkloadResult  10: 67108864 op, 582498459.50 ns, 8.6799 ns/op
WorkloadResult  11: 67108864 op, 578763701.50 ns, 8.6243 ns/op
WorkloadResult  12: 67108864 op, 571463906.50 ns, 8.5155 ns/op
WorkloadResult  13: 67108864 op, 574314411.50 ns, 8.5580 ns/op
WorkloadResult  14: 67108864 op, 595573624.50 ns, 8.8747 ns/op
GC:  1023 0 0 1610612736 67108864

// AfterAll

Mean = 8.6878 ns, StdErr = 0.0369 ns (0.42%); N = 14, StdDev = 0.1380 ns
Min = 8.5009 ns, Q1 = 8.6000 ns, Median = 8.6714 ns, Q3 = 8.8132 ns, Max = 8.9212 ns
IQR = 0.2132 ns, LowerFence = 8.2803 ns, UpperFence = 9.1330 ns
ConfidenceInterval = [8.5322 ns; 8.8435 ns] (CI 99.9%), Margin = 0.1557 ns (1.79% of Mean)
Skewness = 0.4, Kurtosis = 1.72, MValue = 2

// **************************
// Benchmark: BoxingAndUnboxingBenchmarks.GetStringGeneric: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8c473214-104a-4c33-b2a8-b19d3598ebfa.dll" --benchmarkName "BoxingAndUnboxingBenchmarks.GetStringGeneric" --job "Default" --benchmarkId 1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 4767795.00 ns, 4.7678 ms/op
WorkloadJitting  1: 1 op, 715941.00 ns, 715.9410 us/op

OverheadJitting  2: 16 op, 1560000.00 ns, 97.5000 us/op
WorkloadJitting  2: 16 op, 1415455.00 ns, 88.4659 us/op

WorkloadPilot    1: 16 op, 3956.00 ns, 247.2500 ns/op
WorkloadPilot    2: 32 op, 767.00 ns, 23.9688 ns/op
WorkloadPilot    3: 64 op, 903.00 ns, 14.1094 ns/op
WorkloadPilot    4: 128 op, 1405.00 ns, 10.9766 ns/op
WorkloadPilot    5: 256 op, 2217.00 ns, 8.6602 ns/op
WorkloadPilot    6: 512 op, 3939.00 ns, 7.6934 ns/op
WorkloadPilot    7: 1024 op, 7639.00 ns, 7.4600 ns/op
WorkloadPilot    8: 2048 op, 14347.00 ns, 7.0054 ns/op
WorkloadPilot    9: 4096 op, 28277.00 ns, 6.9036 ns/op
WorkloadPilot   10: 8192 op, 55653.00 ns, 6.7936 ns/op
WorkloadPilot   11: 16384 op, 109995.00 ns, 6.7136 ns/op
WorkloadPilot   12: 32768 op, 220496.00 ns, 6.7290 ns/op
WorkloadPilot   13: 65536 op, 440408.00 ns, 6.7201 ns/op
WorkloadPilot   14: 131072 op, 883516.00 ns, 6.7407 ns/op
WorkloadPilot   15: 262144 op, 1760381.00 ns, 6.7153 ns/op
WorkloadPilot   16: 524288 op, 3750460.00 ns, 7.1534 ns/op
WorkloadPilot   17: 1048576 op, 7619647.00 ns, 7.2667 ns/op
WorkloadPilot   18: 2097152 op, 14693104.00 ns, 7.0062 ns/op
WorkloadPilot   19: 4194304 op, 29060919.00 ns, 6.9287 ns/op
WorkloadPilot   20: 8388608 op, 57304033.00 ns, 6.8312 ns/op
WorkloadPilot   21: 16777216 op, 130335949.00 ns, 7.7686 ns/op
WorkloadPilot   22: 33554432 op, 349360883.00 ns, 10.4118 ns/op
WorkloadPilot   23: 67108864 op, 530966870.00 ns, 7.9120 ns/op

OverheadWarmup   1: 67108864 op, 376889997.00 ns, 5.6161 ns/op
OverheadWarmup   2: 67108864 op, 314472020.00 ns, 4.6860 ns/op
OverheadWarmup   3: 67108864 op, 311758351.00 ns, 4.6456 ns/op
OverheadWarmup   4: 67108864 op, 326662830.00 ns, 4.8677 ns/op
OverheadWarmup   5: 67108864 op, 317252595.00 ns, 4.7274 ns/op
OverheadWarmup   6: 67108864 op, 439950731.00 ns, 6.5558 ns/op
OverheadWarmup   7: 67108864 op, 346403791.00 ns, 5.1618 ns/op

OverheadActual   1: 67108864 op, 409741486.00 ns, 6.1056 ns/op
OverheadActual   2: 67108864 op, 351462070.00 ns, 5.2372 ns/op
OverheadActual   3: 67108864 op, 371773685.00 ns, 5.5399 ns/op
OverheadActual   4: 67108864 op, 313841358.00 ns, 4.6766 ns/op
OverheadActual   5: 67108864 op, 310968702.00 ns, 4.6338 ns/op
OverheadActual   6: 67108864 op, 336400585.00 ns, 5.0128 ns/op
OverheadActual   7: 67108864 op, 349842503.00 ns, 5.2131 ns/op
OverheadActual   8: 67108864 op, 373867456.00 ns, 5.5711 ns/op
OverheadActual   9: 67108864 op, 321783269.00 ns, 4.7949 ns/op
OverheadActual  10: 67108864 op, 312887619.00 ns, 4.6624 ns/op
OverheadActual  11: 67108864 op, 313457205.00 ns, 4.6709 ns/op
OverheadActual  12: 67108864 op, 322765682.00 ns, 4.8096 ns/op
OverheadActual  13: 67108864 op, 331614475.00 ns, 4.9414 ns/op
OverheadActual  14: 67108864 op, 333633387.00 ns, 4.9715 ns/op
OverheadActual  15: 67108864 op, 313121922.00 ns, 4.6659 ns/op
OverheadActual  16: 67108864 op, 336633706.00 ns, 5.0162 ns/op
OverheadActual  17: 67108864 op, 313152032.00 ns, 4.6663 ns/op
OverheadActual  18: 67108864 op, 313140146.00 ns, 4.6662 ns/op
OverheadActual  19: 67108864 op, 312604650.00 ns, 4.6582 ns/op
OverheadActual  20: 67108864 op, 316537845.00 ns, 4.7168 ns/op

WorkloadWarmup   1: 67108864 op, 488750720.00 ns, 7.2830 ns/op
WorkloadWarmup   2: 67108864 op, 492881635.00 ns, 7.3445 ns/op
WorkloadWarmup   3: 67108864 op, 474858905.00 ns, 7.0759 ns/op
WorkloadWarmup   4: 67108864 op, 463353016.00 ns, 6.9045 ns/op
WorkloadWarmup   5: 67108864 op, 459221378.00 ns, 6.8429 ns/op
WorkloadWarmup   6: 67108864 op, 456468412.00 ns, 6.8019 ns/op
WorkloadWarmup   7: 67108864 op, 455633163.00 ns, 6.7895 ns/op
WorkloadWarmup   8: 67108864 op, 462576423.00 ns, 6.8929 ns/op
WorkloadWarmup   9: 67108864 op, 461346605.00 ns, 6.8746 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 453227804.00 ns, 6.7536 ns/op
WorkloadActual   2: 67108864 op, 466365517.00 ns, 6.9494 ns/op
WorkloadActual   3: 67108864 op, 459946200.00 ns, 6.8537 ns/op
WorkloadActual   4: 67108864 op, 452901953.00 ns, 6.7488 ns/op
WorkloadActual   5: 67108864 op, 452510012.00 ns, 6.7429 ns/op
WorkloadActual   6: 67108864 op, 453776410.00 ns, 6.7618 ns/op
WorkloadActual   7: 67108864 op, 451020110.00 ns, 6.7207 ns/op
WorkloadActual   8: 67108864 op, 460031420.00 ns, 6.8550 ns/op
WorkloadActual   9: 67108864 op, 451719103.00 ns, 6.7311 ns/op
WorkloadActual  10: 67108864 op, 450593874.00 ns, 6.7144 ns/op
WorkloadActual  11: 67108864 op, 451103317.00 ns, 6.7220 ns/op
WorkloadActual  12: 67108864 op, 453157634.00 ns, 6.7526 ns/op
WorkloadActual  13: 67108864 op, 453221462.00 ns, 6.7535 ns/op
WorkloadActual  14: 67108864 op, 466873226.00 ns, 6.9570 ns/op
WorkloadActual  15: 67108864 op, 474503183.00 ns, 7.0706 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 130953328.50 ns, 1.9514 ns/op
WorkloadResult   2: 67108864 op, 144091041.50 ns, 2.1471 ns/op
WorkloadResult   3: 67108864 op, 137671724.50 ns, 2.0515 ns/op
WorkloadResult   4: 67108864 op, 130627477.50 ns, 1.9465 ns/op
WorkloadResult   5: 67108864 op, 130235536.50 ns, 1.9407 ns/op
WorkloadResult   6: 67108864 op, 131501934.50 ns, 1.9595 ns/op
WorkloadResult   7: 67108864 op, 128745634.50 ns, 1.9185 ns/op
WorkloadResult   8: 67108864 op, 137756944.50 ns, 2.0527 ns/op
WorkloadResult   9: 67108864 op, 129444627.50 ns, 1.9289 ns/op
WorkloadResult  10: 67108864 op, 128319398.50 ns, 1.9121 ns/op
WorkloadResult  11: 67108864 op, 128828841.50 ns, 1.9197 ns/op
WorkloadResult  12: 67108864 op, 130883158.50 ns, 1.9503 ns/op
WorkloadResult  13: 67108864 op, 130946986.50 ns, 1.9513 ns/op
WorkloadResult  14: 67108864 op, 144598750.50 ns, 2.1547 ns/op
GC:  0 0 0 0 67108864

// AfterAll

Mean = 1.9846 ns, StdErr = 0.0221 ns (1.11%); N = 14, StdDev = 0.0827 ns
Min = 1.9121 ns, Q1 = 1.9289 ns, Median = 1.9508 ns, Q3 = 2.0515 ns, Max = 2.1547 ns
IQR = 0.1226 ns, LowerFence = 1.7450 ns, UpperFence = 2.2354 ns
ConfidenceInterval = [1.8914 ns; 2.0779 ns] (CI 99.9%), Margin = 0.0932 ns (4.70% of Mean)
Skewness = 1.07, Kurtosis = 2.54, MValue = 2.4

// **************************
// Benchmark: BoxingAndUnboxingBenchmarks.GetStringGenericRef: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8c473214-104a-4c33-b2a8-b19d3598ebfa.dll" --benchmarkName "BoxingAndUnboxingBenchmarks.GetStringGenericRef" --job "Default" --benchmarkId 2 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 4521335.00 ns, 4.5213 ms/op
WorkloadJitting  1: 1 op, 1177835.00 ns, 1.1778 ms/op

OverheadJitting  2: 16 op, 2042201.00 ns, 127.6376 us/op
WorkloadJitting  2: 16 op, 1477266.00 ns, 92.3291 us/op

WorkloadPilot    1: 16 op, 4362.00 ns, 272.6250 ns/op
WorkloadPilot    2: 32 op, 717.00 ns, 22.4063 ns/op
WorkloadPilot    3: 64 op, 804.00 ns, 12.5625 ns/op
WorkloadPilot    4: 128 op, 1247.00 ns, 9.7422 ns/op
WorkloadPilot    5: 256 op, 2034.00 ns, 7.9453 ns/op
WorkloadPilot    6: 512 op, 3393.00 ns, 6.6270 ns/op
WorkloadPilot    7: 1024 op, 6422.00 ns, 6.2715 ns/op
WorkloadPilot    8: 2048 op, 12279.00 ns, 5.9956 ns/op
WorkloadPilot    9: 4096 op, 24169.00 ns, 5.9006 ns/op
WorkloadPilot   10: 8192 op, 71502.00 ns, 8.7283 ns/op
WorkloadPilot   11: 16384 op, 154258.00 ns, 9.4152 ns/op
WorkloadPilot   12: 32768 op, 204462.00 ns, 6.2397 ns/op
WorkloadPilot   13: 65536 op, 404813.00 ns, 6.1770 ns/op
WorkloadPilot   14: 131072 op, 752965.00 ns, 5.7447 ns/op
WorkloadPilot   15: 262144 op, 1610388.00 ns, 6.1431 ns/op
WorkloadPilot   16: 524288 op, 3386953.00 ns, 6.4601 ns/op
WorkloadPilot   17: 1048576 op, 6095607.00 ns, 5.8132 ns/op
WorkloadPilot   18: 2097152 op, 12560765.00 ns, 5.9894 ns/op
WorkloadPilot   19: 4194304 op, 25702305.00 ns, 6.1279 ns/op
WorkloadPilot   20: 8388608 op, 49645372.00 ns, 5.9182 ns/op
WorkloadPilot   21: 16777216 op, 102195515.00 ns, 6.0913 ns/op
WorkloadPilot   22: 33554432 op, 203992096.00 ns, 6.0794 ns/op
WorkloadPilot   23: 67108864 op, 420328738.00 ns, 6.2634 ns/op
WorkloadPilot   24: 134217728 op, 808027852.00 ns, 6.0203 ns/op

OverheadWarmup   1: 134217728 op, 702453328.00 ns, 5.2337 ns/op
OverheadWarmup   2: 134217728 op, 727665357.00 ns, 5.4215 ns/op
OverheadWarmup   3: 134217728 op, 700487120.00 ns, 5.2190 ns/op
OverheadWarmup   4: 134217728 op, 679032026.00 ns, 5.0592 ns/op
OverheadWarmup   5: 134217728 op, 723262479.00 ns, 5.3887 ns/op
OverheadWarmup   6: 134217728 op, 627098353.00 ns, 4.6722 ns/op

OverheadActual   1: 134217728 op, 621592629.00 ns, 4.6312 ns/op
OverheadActual   2: 134217728 op, 801436643.00 ns, 5.9712 ns/op
OverheadActual   3: 134217728 op, 744954101.00 ns, 5.5503 ns/op
OverheadActual   4: 134217728 op, 632387064.00 ns, 4.7117 ns/op
OverheadActual   5: 134217728 op, 625744180.00 ns, 4.6622 ns/op
OverheadActual   6: 134217728 op, 636344317.00 ns, 4.7411 ns/op
OverheadActual   7: 134217728 op, 628738020.00 ns, 4.6845 ns/op
OverheadActual   8: 134217728 op, 620855780.00 ns, 4.6257 ns/op
OverheadActual   9: 134217728 op, 647519876.00 ns, 4.8244 ns/op
OverheadActual  10: 134217728 op, 623695806.00 ns, 4.6469 ns/op
OverheadActual  11: 134217728 op, 634432221.00 ns, 4.7269 ns/op
OverheadActual  12: 134217728 op, 620976259.00 ns, 4.6266 ns/op
OverheadActual  13: 134217728 op, 623512642.00 ns, 4.6455 ns/op
OverheadActual  14: 134217728 op, 620508073.00 ns, 4.6231 ns/op
OverheadActual  15: 134217728 op, 621151047.00 ns, 4.6279 ns/op

WorkloadWarmup   1: 134217728 op, 786449347.00 ns, 5.8595 ns/op
WorkloadWarmup   2: 134217728 op, 773217885.00 ns, 5.7609 ns/op
WorkloadWarmup   3: 134217728 op, 788825921.00 ns, 5.8772 ns/op
WorkloadWarmup   4: 134217728 op, 787056518.00 ns, 5.8640 ns/op
WorkloadWarmup   5: 134217728 op, 773210383.00 ns, 5.7609 ns/op
WorkloadWarmup   6: 134217728 op, 801189452.00 ns, 5.9693 ns/op
WorkloadWarmup   7: 134217728 op, 772317720.00 ns, 5.7542 ns/op

// BeforeActualRun
WorkloadActual   1: 134217728 op, 784635952.00 ns, 5.8460 ns/op
WorkloadActual   2: 134217728 op, 784347705.00 ns, 5.8438 ns/op
WorkloadActual   3: 134217728 op, 776902617.00 ns, 5.7884 ns/op
WorkloadActual   4: 134217728 op, 773185609.00 ns, 5.7607 ns/op
WorkloadActual   5: 134217728 op, 812085348.00 ns, 6.0505 ns/op
WorkloadActual   6: 134217728 op, 791558862.00 ns, 5.8976 ns/op
WorkloadActual   7: 134217728 op, 784213955.00 ns, 5.8428 ns/op
WorkloadActual   8: 134217728 op, 789133560.00 ns, 5.8795 ns/op
WorkloadActual   9: 134217728 op, 771818945.00 ns, 5.7505 ns/op
WorkloadActual  10: 134217728 op, 785495492.00 ns, 5.8524 ns/op
WorkloadActual  11: 134217728 op, 777858554.00 ns, 5.7955 ns/op
WorkloadActual  12: 134217728 op, 798843915.00 ns, 5.9519 ns/op
WorkloadActual  13: 134217728 op, 774570000.00 ns, 5.7710 ns/op
WorkloadActual  14: 134217728 op, 789972009.00 ns, 5.8858 ns/op
WorkloadActual  15: 134217728 op, 967558100.00 ns, 7.2089 ns/op

// AfterActualRun
WorkloadResult   1: 134217728 op, 158891772.00 ns, 1.1838 ns/op
WorkloadResult   2: 134217728 op, 158603525.00 ns, 1.1817 ns/op
WorkloadResult   3: 134217728 op, 151158437.00 ns, 1.1262 ns/op
WorkloadResult   4: 134217728 op, 147441429.00 ns, 1.0985 ns/op
WorkloadResult   5: 134217728 op, 186341168.00 ns, 1.3883 ns/op
WorkloadResult   6: 134217728 op, 165814682.00 ns, 1.2354 ns/op
WorkloadResult   7: 134217728 op, 158469775.00 ns, 1.1807 ns/op
WorkloadResult   8: 134217728 op, 163389380.00 ns, 1.2173 ns/op
WorkloadResult   9: 134217728 op, 146074765.00 ns, 1.0883 ns/op
WorkloadResult  10: 134217728 op, 159751312.00 ns, 1.1902 ns/op
WorkloadResult  11: 134217728 op, 152114374.00 ns, 1.1333 ns/op
WorkloadResult  12: 134217728 op, 173099735.00 ns, 1.2897 ns/op
WorkloadResult  13: 134217728 op, 148825820.00 ns, 1.1088 ns/op
WorkloadResult  14: 134217728 op, 164227829.00 ns, 1.2236 ns/op
GC:  0 0 0 0 134217728

// AfterAll

Mean = 1.1890 ns, StdErr = 0.0217 ns (1.83%); N = 14, StdDev = 0.0813 ns
Min = 1.0883 ns, Q1 = 1.1262 ns, Median = 1.1828 ns, Q3 = 1.2236 ns, Max = 1.3883 ns
IQR = 0.0974 ns, LowerFence = 0.9802 ns, UpperFence = 1.3697 ns
ConfidenceInterval = [1.0973 ns; 1.2807 ns] (CI 99.9%), Margin = 0.0917 ns (7.72% of Mean)
Skewness = 0.85, Kurtosis = 3.14, MValue = 3.33

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/BoxingAndUnboxingBenchmarks-report.csv
  BenchmarkDotNet.Artifacts/results/BoxingAndUnboxingBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts/results/BoxingAndUnboxingBenchmarks-report.html

// * Detailed results *
BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 8.6878 ns, StdErr = 0.0369 ns (0.42%); N = 14, StdDev = 0.1380 ns
Min = 8.5009 ns, Q1 = 8.6000 ns, Median = 8.6714 ns, Q3 = 8.8132 ns, Max = 8.9212 ns
IQR = 0.2132 ns, LowerFence = 8.2803 ns, UpperFence = 9.1330 ns
