// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
Unable to find .sln file. Will use current directory /Users/elliothurdiss/work/code/MemoryManagement to search for project file. If you don't use .sln file on purpose it should not be a problem.
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/f437589a-17b6-42ce-8259-6d0c6b183b9d
// command took 4.65s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/f437589a-17b6-42ce-8259-6d0c6b183b9d
// command took 7.31s and exited with 0
// ***** Done, took 00:00:12 (12.28 sec)   *****
// Found 3 benchmarks:
//   StackAllocationBenchmarks.Heap: DefaultJob
//   StackAllocationBenchmarks.Stack: DefaultJob
//   StackAllocationBenchmarks.StackSpan: DefaultJob

// **************************
// Benchmark: StackAllocationBenchmarks.Heap: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f437589a-17b6-42ce-8259-6d0c6b183b9d.dll" --benchmarkName "StackAllocationBenchmarks.Heap" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/f437589a-17b6-42ce-8259-6d0c6b183b9d/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  54: 16384 op, 557975540.00 ns, 34.0561 us/op
WorkloadActual  55: 16384 op, 557977937.00 ns, 34.0563 us/op
WorkloadActual  56: 16384 op, 558867420.00 ns, 34.1106 us/op
WorkloadActual  57: 16384 op, 557735523.00 ns, 34.0415 us/op
WorkloadActual  58: 16384 op, 560237363.00 ns, 34.1942 us/op
WorkloadActual  59: 16384 op, 560359554.00 ns, 34.2016 us/op
WorkloadActual  60: 16384 op, 570562999.00 ns, 34.8244 us/op
WorkloadActual  61: 16384 op, 577790394.00 ns, 35.2655 us/op
WorkloadActual  62: 16384 op, 601489360.00 ns, 36.7120 us/op
WorkloadActual  63: 16384 op, 660662541.00 ns, 40.3236 us/op
WorkloadActual  64: 16384 op, 724939720.00 ns, 44.2468 us/op
WorkloadActual  65: 16384 op, 749683949.00 ns, 45.7571 us/op
WorkloadActual  66: 16384 op, 703685225.00 ns, 42.9495 us/op
WorkloadActual  67: 16384 op, 704894400.00 ns, 43.0233 us/op
WorkloadActual  68: 16384 op, 765557976.00 ns, 46.7260 us/op
WorkloadActual  69: 16384 op, 577421907.00 ns, 35.2430 us/op
WorkloadActual  70: 16384 op, 565924089.00 ns, 34.5413 us/op
WorkloadActual  71: 16384 op, 652373672.00 ns, 39.8177 us/op
WorkloadActual  72: 16384 op, 585367492.00 ns, 35.7280 us/op
WorkloadActual  73: 16384 op, 568918466.00 ns, 34.7240 us/op
WorkloadActual  74: 16384 op, 566482816.00 ns, 34.5754 us/op
WorkloadActual  75: 16384 op, 563859690.00 ns, 34.4153 us/op
WorkloadActual  76: 16384 op, 746927155.00 ns, 45.5888 us/op
WorkloadActual  77: 16384 op, 585146206.00 ns, 35.7145 us/op
WorkloadActual  78: 16384 op, 557237663.00 ns, 34.0111 us/op
WorkloadActual  79: 16384 op, 686854981.00 ns, 41.9223 us/op
WorkloadActual  80: 16384 op, 722355238.00 ns, 44.0891 us/op
WorkloadActual  81: 16384 op, 644559025.00 ns, 39.3408 us/op
WorkloadActual  82: 16384 op, 694439675.00 ns, 42.3852 us/op
WorkloadActual  83: 16384 op, 593190033.00 ns, 36.2054 us/op
WorkloadActual  84: 16384 op, 582245657.00 ns, 35.5375 us/op
WorkloadActual  85: 16384 op, 778208309.00 ns, 47.4981 us/op
WorkloadActual  86: 16384 op, 1139610477.00 ns, 69.5563 us/op
WorkloadActual  87: 16384 op, 995750424.00 ns, 60.7758 us/op
WorkloadActual  88: 16384 op, 923296440.00 ns, 56.3535 us/op
WorkloadActual  89: 16384 op, 1055631180.00 ns, 64.4306 us/op
WorkloadActual  90: 16384 op, 623395301.00 ns, 38.0490 us/op
WorkloadActual  91: 16384 op, 616463000.00 ns, 37.6259 us/op
WorkloadActual  92: 16384 op, 560218505.00 ns, 34.1930 us/op
WorkloadActual  93: 16384 op, 601740761.00 ns, 36.7273 us/op
WorkloadActual  94: 16384 op, 597863729.00 ns, 36.4907 us/op
WorkloadActual  95: 16384 op, 580009526.00 ns, 35.4010 us/op
WorkloadActual  96: 16384 op, 608299767.00 ns, 37.1277 us/op
WorkloadActual  97: 16384 op, 629806413.00 ns, 38.4403 us/op
WorkloadActual  98: 16384 op, 1183874930.00 ns, 72.2580 us/op
WorkloadActual  99: 16384 op, 999089698.00 ns, 60.9796 us/op
WorkloadActual  100: 16384 op, 663181972.00 ns, 40.4774 us/op

// AfterActualRun
WorkloadResult   1: 16384 op, 586346771.00 ns, 35.7878 us/op
WorkloadResult   2: 16384 op, 571953139.00 ns, 34.9092 us/op
WorkloadResult   3: 16384 op, 557794968.00 ns, 34.0451 us/op
WorkloadResult   4: 16384 op, 557222538.00 ns, 34.0102 us/op
WorkloadResult   5: 16384 op, 609611997.00 ns, 37.2078 us/op
WorkloadResult   6: 16384 op, 744118323.00 ns, 45.4174 us/op
WorkloadResult   7: 16384 op, 711933754.00 ns, 43.4530 us/op
WorkloadResult   8: 16384 op, 711219467.00 ns, 43.4094 us/op
WorkloadResult   9: 16384 op, 659022744.00 ns, 40.2236 us/op
WorkloadResult  10: 16384 op, 751499302.00 ns, 45.8679 us/op
WorkloadResult  11: 16384 op, 572482740.00 ns, 34.9416 us/op
WorkloadResult  12: 16384 op, 563737463.00 ns, 34.4078 us/op
WorkloadResult  13: 16384 op, 563063261.00 ns, 34.3667 us/op
WorkloadResult  14: 16384 op, 668316492.00 ns, 40.7908 us/op
WorkloadResult  15: 16384 op, 573150230.00 ns, 34.9823 us/op
WorkloadResult  16: 16384 op, 560902195.00 ns, 34.2348 us/op
WorkloadResult  17: 16384 op, 562539850.00 ns, 34.3347 us/op
WorkloadResult  18: 16384 op, 654983483.00 ns, 39.9770 us/op
WorkloadResult  19: 16384 op, 725672540.00 ns, 44.2915 us/op
WorkloadResult  20: 16384 op, 597247879.00 ns, 36.4531 us/op
WorkloadResult  21: 16384 op, 590253686.00 ns, 36.0262 us/op
WorkloadResult  22: 16384 op, 639560168.00 ns, 39.0357 us/op
WorkloadResult  23: 16384 op, 694807570.00 ns, 42.4077 us/op
WorkloadResult  24: 16384 op, 730684050.00 ns, 44.5974 us/op
WorkloadResult  25: 16384 op, 603833907.00 ns, 36.8551 us/op
WorkloadResult  26: 16384 op, 692848511.00 ns, 42.2881 us/op
WorkloadResult  27: 16384 op, 578475066.00 ns, 35.3073 us/op
WorkloadResult  28: 16384 op, 566973268.00 ns, 34.6053 us/op
WorkloadResult  29: 16384 op, 559021005.00 ns, 34.1199 us/op
WorkloadResult  30: 16384 op, 555527166.00 ns, 33.9067 us/op
WorkloadResult  31: 16384 op, 560790016.00 ns, 34.2279 us/op
WorkloadResult  32: 16384 op, 561865548.00 ns, 34.2936 us/op
WorkloadResult  33: 16384 op, 559722984.00 ns, 34.1628 us/op
WorkloadResult  34: 16384 op, 559682237.00 ns, 34.1603 us/op
WorkloadResult  35: 16384 op, 586843068.00 ns, 35.8181 us/op
WorkloadResult  36: 16384 op, 638806839.00 ns, 38.9897 us/op
WorkloadResult  37: 16384 op, 677677312.00 ns, 41.3621 us/op
WorkloadResult  38: 16384 op, 782496401.00 ns, 47.7598 us/op
WorkloadResult  39: 16384 op, 767800874.00 ns, 46.8628 us/op
WorkloadResult  40: 16384 op, 587450615.00 ns, 35.8551 us/op
WorkloadResult  41: 16384 op, 578706672.00 ns, 35.3215 us/op
WorkloadResult  42: 16384 op, 570920759.00 ns, 34.8462 us/op
WorkloadResult  43: 16384 op, 584687069.00 ns, 35.6865 us/op
WorkloadResult  44: 16384 op, 558340896.00 ns, 34.0784 us/op
WorkloadResult  45: 16384 op, 559536111.00 ns, 34.1514 us/op
WorkloadResult  46: 16384 op, 591620789.00 ns, 36.1097 us/op
WorkloadResult  47: 16384 op, 558099121.00 ns, 34.0637 us/op
WorkloadResult  48: 16384 op, 557355710.00 ns, 34.0183 us/op
WorkloadResult  49: 16384 op, 556722366.00 ns, 33.9796 us/op
WorkloadResult  50: 16384 op, 556704836.00 ns, 33.9786 us/op
WorkloadResult  51: 16384 op, 561551026.00 ns, 34.2744 us/op
WorkloadResult  52: 16384 op, 559166742.00 ns, 34.1288 us/op
WorkloadResult  53: 16384 op, 557614936.00 ns, 34.0341 us/op
WorkloadResult  54: 16384 op, 557934726.00 ns, 34.0536 us/op
WorkloadResult  55: 16384 op, 557937123.00 ns, 34.0538 us/op
WorkloadResult  56: 16384 op, 558826606.00 ns, 34.1081 us/op
WorkloadResult  57: 16384 op, 557694709.00 ns, 34.0390 us/op
WorkloadResult  58: 16384 op, 560196549.00 ns, 34.1917 us/op
WorkloadResult  59: 16384 op, 560318740.00 ns, 34.1991 us/op
WorkloadResult  60: 16384 op, 570522185.00 ns, 34.8219 us/op
WorkloadResult  61: 16384 op, 577749580.00 ns, 35.2630 us/op
WorkloadResult  62: 16384 op, 601448546.00 ns, 36.7095 us/op
WorkloadResult  63: 16384 op, 660621727.00 ns, 40.3212 us/op
WorkloadResult  64: 16384 op, 724898906.00 ns, 44.2443 us/op
WorkloadResult  65: 16384 op, 749643135.00 ns, 45.7546 us/op
WorkloadResult  66: 16384 op, 703644411.00 ns, 42.9470 us/op
WorkloadResult  67: 16384 op, 704853586.00 ns, 43.0208 us/op
WorkloadResult  68: 16384 op, 765517162.00 ns, 46.7235 us/op
WorkloadResult  69: 16384 op, 577381093.00 ns, 35.2405 us/op
WorkloadResult  70: 16384 op, 565883275.00 ns, 34.5388 us/op
WorkloadResult  71: 16384 op, 652332858.00 ns, 39.8152 us/op
WorkloadResult  72: 16384 op, 585326678.00 ns, 35.7255 us/op
WorkloadResult  73: 16384 op, 568877652.00 ns, 34.7215 us/op
WorkloadResult  74: 16384 op, 566442002.00 ns, 34.5729 us/op
WorkloadResult  75: 16384 op, 563818876.00 ns, 34.4128 us/op
WorkloadResult  76: 16384 op, 746886341.00 ns, 45.5863 us/op
WorkloadResult  77: 16384 op, 585105392.00 ns, 35.7120 us/op
WorkloadResult  78: 16384 op, 557196849.00 ns, 34.0086 us/op
WorkloadResult  79: 16384 op, 686814167.00 ns, 41.9198 us/op
WorkloadResult  80: 16384 op, 722314424.00 ns, 44.0866 us/op
WorkloadResult  81: 16384 op, 644518211.00 ns, 39.3383 us/op
WorkloadResult  82: 16384 op, 694398861.00 ns, 42.3827 us/op
WorkloadResult  83: 16384 op, 593149219.00 ns, 36.2030 us/op
WorkloadResult  84: 16384 op, 582204843.00 ns, 35.5350 us/op
WorkloadResult  85: 16384 op, 778167495.00 ns, 47.4956 us/op
WorkloadResult  86: 16384 op, 623354487.00 ns, 38.0465 us/op
WorkloadResult  87: 16384 op, 616422186.00 ns, 37.6234 us/op
WorkloadResult  88: 16384 op, 560177691.00 ns, 34.1905 us/op
WorkloadResult  89: 16384 op, 601699947.00 ns, 36.7249 us/op
WorkloadResult  90: 16384 op, 597822915.00 ns, 36.4882 us/op
