// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
Unable to find .sln file. Will use current directory /Users/elliothurdiss/work/code/MemoryManagement to search for project file. If you don't use .sln file on purpose it should not be a problem.
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/7dfe86d5-8fb4-444d-89c5-3f9459095858
// command took 4.48s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/7dfe86d5-8fb4-444d-89c5-3f9459095858
// command took 7.03s and exited with 0
// ***** Done, took 00:00:11 (11.74 sec)   *****
// Found 3 benchmarks:
//   StackAllocationBenchmarks.Heap: DefaultJob
//   StackAllocationBenchmarks.Stack: DefaultJob
//   StackAllocationBenchmarks.StackSpan: DefaultJob

// **************************
// Benchmark: StackAllocationBenchmarks.Heap: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7dfe86d5-8fb4-444d-89c5-3f9459095858.dll" --benchmarkName "StackAllocationBenchmarks.Heap" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/7dfe86d5-8fb4-444d-89c5-3f9459095858/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadWarmup   5: 524288 op, 1267119.00 ns, 2.4168 ns/op
OverheadWarmup   6: 524288 op, 1275716.00 ns, 2.4332 ns/op
OverheadWarmup   7: 524288 op, 1357306.00 ns, 2.5889 ns/op
OverheadWarmup   8: 524288 op, 1405679.00 ns, 2.6811 ns/op
OverheadWarmup   9: 524288 op, 1294850.00 ns, 2.4697 ns/op

OverheadActual   1: 524288 op, 1612251.00 ns, 3.0751 ns/op
OverheadActual   2: 524288 op, 1440090.00 ns, 2.7468 ns/op
OverheadActual   3: 524288 op, 1449119.00 ns, 2.7640 ns/op
OverheadActual   4: 524288 op, 1451031.00 ns, 2.7676 ns/op
OverheadActual   5: 524288 op, 1261763.00 ns, 2.4066 ns/op
OverheadActual   6: 524288 op, 1499938.00 ns, 2.8609 ns/op
OverheadActual   7: 524288 op, 1337302.00 ns, 2.5507 ns/op
OverheadActual   8: 524288 op, 1337353.00 ns, 2.5508 ns/op
OverheadActual   9: 524288 op, 1676312.00 ns, 3.1973 ns/op
OverheadActual  10: 524288 op, 1565627.00 ns, 2.9862 ns/op
OverheadActual  11: 524288 op, 1272281.00 ns, 2.4267 ns/op
OverheadActual  12: 524288 op, 2456764.00 ns, 4.6859 ns/op
OverheadActual  13: 524288 op, 1324061.00 ns, 2.5254 ns/op
OverheadActual  14: 524288 op, 1336389.00 ns, 2.5490 ns/op
OverheadActual  15: 524288 op, 1556361.00 ns, 2.9685 ns/op
OverheadActual  16: 524288 op, 1257364.00 ns, 2.3982 ns/op
OverheadActual  17: 524288 op, 1270930.00 ns, 2.4241 ns/op
OverheadActual  18: 524288 op, 1337029.00 ns, 2.5502 ns/op
OverheadActual  19: 524288 op, 1310829.00 ns, 2.5002 ns/op
OverheadActual  20: 524288 op, 1551160.00 ns, 2.9586 ns/op

WorkloadWarmup   1: 524288 op, 529116685.00 ns, 1.0092 us/op
WorkloadWarmup   2: 524288 op, 526028312.00 ns, 1.0033 us/op
WorkloadWarmup   3: 524288 op, 522289801.00 ns, 996.1887 ns/op
WorkloadWarmup   4: 524288 op, 523924462.00 ns, 999.3066 ns/op
WorkloadWarmup   5: 524288 op, 520436640.00 ns, 992.6541 ns/op
WorkloadWarmup   6: 524288 op, 538335733.00 ns, 1.0268 us/op
WorkloadWarmup   7: 524288 op, 548768369.00 ns, 1.0467 us/op
WorkloadWarmup   8: 524288 op, 554794309.00 ns, 1.0582 us/op
WorkloadWarmup   9: 524288 op, 532154985.00 ns, 1.0150 us/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 529956536.00 ns, 1.0108 us/op
WorkloadActual   2: 524288 op, 525583721.00 ns, 1.0025 us/op
WorkloadActual   3: 524288 op, 523352070.00 ns, 998.2149 ns/op
WorkloadActual   4: 524288 op, 523916709.00 ns, 999.2918 ns/op
WorkloadActual   5: 524288 op, 524645677.00 ns, 1.0007 us/op
WorkloadActual   6: 524288 op, 522334036.00 ns, 996.2731 ns/op
WorkloadActual   7: 524288 op, 524251996.00 ns, 999.9313 ns/op
WorkloadActual   8: 524288 op, 527340336.00 ns, 1.0058 us/op
WorkloadActual   9: 524288 op, 525239450.00 ns, 1.0018 us/op
WorkloadActual  10: 524288 op, 524773547.00 ns, 1.0009 us/op
WorkloadActual  11: 524288 op, 525533479.00 ns, 1.0024 us/op
WorkloadActual  12: 524288 op, 530779984.00 ns, 1.0124 us/op
WorkloadActual  13: 524288 op, 523900936.00 ns, 999.2617 ns/op
WorkloadActual  14: 524288 op, 522297382.00 ns, 996.2032 ns/op
WorkloadActual  15: 524288 op, 521468408.00 ns, 994.6221 ns/op

// AfterActualRun
WorkloadResult   1: 524288 op, 524194999.50 ns, 999.8226 ns/op
WorkloadResult   2: 524288 op, 521963348.50 ns, 995.5661 ns/op
WorkloadResult   3: 524288 op, 522527987.50 ns, 996.6430 ns/op
WorkloadResult   4: 524288 op, 523256955.50 ns, 998.0334 ns/op
WorkloadResult   5: 524288 op, 520945314.50 ns, 993.6243 ns/op
WorkloadResult   6: 524288 op, 522863274.50 ns, 997.2826 ns/op
WorkloadResult   7: 524288 op, 525951614.50 ns, 1.0032 us/op
WorkloadResult   8: 524288 op, 523850728.50 ns, 999.1660 ns/op
WorkloadResult   9: 524288 op, 523384825.50 ns, 998.2773 ns/op
WorkloadResult  10: 524288 op, 524144757.50 ns, 999.7268 ns/op
WorkloadResult  11: 524288 op, 522512214.50 ns, 996.6130 ns/op
WorkloadResult  12: 524288 op, 520908660.50 ns, 993.5544 ns/op
WorkloadResult  13: 524288 op, 520079686.50 ns, 991.9733 ns/op
GC:  1340 0 0 2109734912 524288

// AfterAll

Mean = 997.1889 ns, StdErr = 0.8450 ns (0.08%); N = 13, StdDev = 3.0466 ns
Min = 991.9733 ns, Q1 = 994.5952 ns, Median = 997.2826 ns, Q3 = 999.4464 ns, Max = 1,003.1731 ns
IQR = 4.8512 ns, LowerFence = 987.3184 ns, UpperFence = 1,006.7231 ns
ConfidenceInterval = [993.5404 ns; 1,000.8374 ns] (CI 99.9%), Margin = 3.6485 ns (0.37% of Mean)
Skewness = 0.05, Kurtosis = 2.21, MValue = 2

// **************************
// Benchmark: StackAllocationBenchmarks.Stack: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7dfe86d5-8fb4-444d-89c5-3f9459095858.dll" --benchmarkName "StackAllocationBenchmarks.Stack" --job "Default" --benchmarkId 1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/7dfe86d5-8fb4-444d-89c5-3f9459095858/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 493732.00 ns, 493.7320 us/op
WorkloadJitting  1: 1 op, 785039.00 ns, 785.0390 us/op

OverheadJitting  2: 16 op, 528195.00 ns, 33.0122 us/op
WorkloadJitting  2: 16 op, 898303.00 ns, 56.1439 us/op

WorkloadPilot    1: 16 op, 18681.00 ns, 1.1676 us/op
WorkloadPilot    2: 32 op, 29098.00 ns, 909.3125 ns/op
WorkloadPilot    3: 64 op, 87383.00 ns, 1.3654 us/op
WorkloadPilot    4: 128 op, 125841.00 ns, 983.1328 ns/op
WorkloadPilot    5: 256 op, 346833.00 ns, 1.3548 us/op
WorkloadPilot    6: 512 op, 426095.00 ns, 832.2168 ns/op
WorkloadPilot    7: 1024 op, 880220.00 ns, 859.5898 ns/op
WorkloadPilot    8: 2048 op, 1748200.00 ns, 853.6133 ns/op
WorkloadPilot    9: 4096 op, 4398997.00 ns, 1.0740 us/op
WorkloadPilot   10: 8192 op, 8396035.00 ns, 1.0249 us/op
WorkloadPilot   11: 16384 op, 15796116.00 ns, 964.1184 ns/op
WorkloadPilot   12: 32768 op, 30770692.00 ns, 939.0470 ns/op
WorkloadPilot   13: 65536 op, 57721092.00 ns, 880.7540 ns/op
WorkloadPilot   14: 131072 op, 112164454.00 ns, 855.7469 ns/op
WorkloadPilot   15: 262144 op, 225427949.00 ns, 859.9394 ns/op
WorkloadPilot   16: 524288 op, 444086500.00 ns, 847.0278 ns/op
WorkloadPilot   17: 1048576 op, 941039598.00 ns, 897.4453 ns/op

OverheadWarmup   1: 1048576 op, 2843944.00 ns, 2.7122 ns/op
OverheadWarmup   2: 1048576 op, 2458662.00 ns, 2.3448 ns/op
OverheadWarmup   3: 1048576 op, 2500276.00 ns, 2.3844 ns/op
OverheadWarmup   4: 1048576 op, 2587755.00 ns, 2.4679 ns/op
OverheadWarmup   5: 1048576 op, 2768857.00 ns, 2.6406 ns/op
OverheadWarmup   6: 1048576 op, 2829170.00 ns, 2.6981 ns/op
OverheadWarmup   7: 1048576 op, 2820998.00 ns, 2.6903 ns/op
OverheadWarmup   8: 1048576 op, 2731238.00 ns, 2.6047 ns/op
OverheadWarmup   9: 1048576 op, 2793597.00 ns, 2.6642 ns/op
OverheadWarmup  10: 1048576 op, 2976907.00 ns, 2.8390 ns/op

OverheadActual   1: 1048576 op, 2453023.00 ns, 2.3394 ns/op
OverheadActual   2: 1048576 op, 3114222.00 ns, 2.9700 ns/op
OverheadActual   3: 1048576 op, 2699345.00 ns, 2.5743 ns/op
OverheadActual   4: 1048576 op, 2736705.00 ns, 2.6099 ns/op
OverheadActual   5: 1048576 op, 3293230.00 ns, 3.1407 ns/op
OverheadActual   6: 1048576 op, 2962462.00 ns, 2.8252 ns/op
OverheadActual   7: 1048576 op, 2735447.00 ns, 2.6087 ns/op
OverheadActual   8: 1048576 op, 2657431.00 ns, 2.5343 ns/op
OverheadActual   9: 1048576 op, 3231097.00 ns, 3.0814 ns/op
OverheadActual  10: 1048576 op, 2508749.00 ns, 2.3925 ns/op
OverheadActual  11: 1048576 op, 2990422.00 ns, 2.8519 ns/op
OverheadActual  12: 1048576 op, 2655190.00 ns, 2.5322 ns/op
OverheadActual  13: 1048576 op, 3105644.00 ns, 2.9618 ns/op
OverheadActual  14: 1048576 op, 2464737.00 ns, 2.3506 ns/op
OverheadActual  15: 1048576 op, 2693810.00 ns, 2.5690 ns/op
OverheadActual  16: 1048576 op, 2687135.00 ns, 2.5627 ns/op
OverheadActual  17: 1048576 op, 2964290.00 ns, 2.8270 ns/op
OverheadActual  18: 1048576 op, 2864072.00 ns, 2.7314 ns/op
OverheadActual  19: 1048576 op, 2657506.00 ns, 2.5344 ns/op
OverheadActual  20: 1048576 op, 2966920.00 ns, 2.8295 ns/op

WorkloadWarmup   1: 1048576 op, 889301537.00 ns, 848.1040 ns/op
WorkloadWarmup   2: 1048576 op, 887105583.00 ns, 846.0098 ns/op
WorkloadWarmup   3: 1048576 op, 886731971.00 ns, 845.6535 ns/op
WorkloadWarmup   4: 1048576 op, 886493814.00 ns, 845.4264 ns/op
WorkloadWarmup   5: 1048576 op, 889362987.00 ns, 848.1626 ns/op
WorkloadWarmup   6: 1048576 op, 885043613.00 ns, 844.0434 ns/op
WorkloadWarmup   7: 1048576 op, 884194485.00 ns, 843.2336 ns/op
WorkloadWarmup   8: 1048576 op, 887440801.00 ns, 846.3295 ns/op
WorkloadWarmup   9: 1048576 op, 949053304.00 ns, 905.0878 ns/op
WorkloadWarmup  10: 1048576 op, 1002789236.00 ns, 956.3343 ns/op
WorkloadWarmup  11: 1048576 op, 1116915874.00 ns, 1.0652 us/op
WorkloadWarmup  12: 1048576 op, 1067147638.00 ns, 1.0177 us/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 939313034.00 ns, 895.7987 ns/op
WorkloadActual   2: 1048576 op, 935999755.00 ns, 892.6389 ns/op
WorkloadActual   3: 1048576 op, 889109036.00 ns, 847.9205 ns/op
WorkloadActual   4: 1048576 op, 891199320.00 ns, 849.9139 ns/op
WorkloadActual   5: 1048576 op, 981646068.00 ns, 936.1706 ns/op
WorkloadActual   6: 1048576 op, 899321360.00 ns, 857.6597 ns/op
WorkloadActual   7: 1048576 op, 894324385.00 ns, 852.8942 ns/op
WorkloadActual   8: 1048576 op, 891081085.00 ns, 849.8011 ns/op
WorkloadActual   9: 1048576 op, 892630064.00 ns, 851.2784 ns/op
WorkloadActual  10: 1048576 op, 901519104.00 ns, 859.7556 ns/op
WorkloadActual  11: 1048576 op, 902581152.00 ns, 860.7685 ns/op
WorkloadActual  12: 1048576 op, 1031204155.00 ns, 983.4329 ns/op
WorkloadActual  13: 1048576 op, 900047495.00 ns, 858.3522 ns/op
