// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/f0292d06-9f7f-4e05-9ebf-a57a777a288b
// command took 6s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/f0292d06-9f7f-4e05-9ebf-a57a777a288b
// command took 8.15s and exited with 0
// ***** Done, took 00:00:14 (14.5 sec)   *****
// Found 2 benchmarks:
//   ClassVsStructBenchmarks.ClassArrayAccess: DefaultJob
//   ClassVsStructBenchmarks.StructArrayAccess: DefaultJob

// **************************
// Benchmark: ClassVsStructBenchmarks.ClassArrayAccess: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f0292d06-9f7f-4e05-9ebf-a57a777a288b.dll" --benchmarkName "ClassVsStructBenchmarks.ClassArrayAccess" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/f0292d06-9f7f-4e05-9ebf-a57a777a288b/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult   5: 1024 op, 961234693.50 ns, 938.7058 us/op
WorkloadResult   6: 1024 op, 954137513.50 ns, 931.7749 us/op
WorkloadResult   7: 1024 op, 967333501.50 ns, 944.6616 us/op
WorkloadResult   8: 1024 op, 947966325.50 ns, 925.7484 us/op
WorkloadResult   9: 1024 op, 949813941.50 ns, 927.5527 us/op
WorkloadResult  10: 1024 op, 965806010.50 ns, 943.1699 us/op
WorkloadResult  11: 1024 op, 955994883.50 ns, 933.5888 us/op
WorkloadResult  12: 1024 op, 960812390.50 ns, 938.2934 us/op
WorkloadResult  13: 1024 op, 993994271.50 ns, 970.6975 us/op
WorkloadResult  14: 1024 op, 952652462.50 ns, 930.3247 us/op
WorkloadResult  15: 1024 op, 954079251.50 ns, 931.7180 us/op
WorkloadResult  16: 1024 op, 969190354.50 ns, 946.4750 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 943.3349 us, StdErr = 4.4073 us (0.47%); N = 16, StdDev = 17.6293 us
Min = 924.2484 us, Q1 = 931.0213 us, Median = 938.4996 us, Q3 = 951.4276 us, Max = 985.5550 us
IQR = 20.4063 us, LowerFence = 900.4120 us, UpperFence = 982.0370 us
ConfidenceInterval = [925.3849 us; 961.2849 us] (CI 99.9%), Margin = 17.9500 us (1.90% of Mean)
Skewness = 0.97, Kurtosis = 2.8, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/ClassVsStructBenchmarks-report.csv
  BenchmarkDotNet.Artifacts/results/ClassVsStructBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts/results/ClassVsStructBenchmarks-report.html

// * Detailed results *
ClassVsStructBenchmarks.ClassArrayAccess: DefaultJob
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 2.1990 ms, StdErr = 0.0137 ms (0.62%); N = 27, StdDev = 0.0712 ms
Min = 2.1366 ms, Q1 = 2.1538 ms, Median = 2.1683 ms, Q3 = 2.2135 ms, Max = 2.4157 ms
IQR = 0.0596 ms, LowerFence = 2.0644 ms, UpperFence = 2.3029 ms
ConfidenceInterval = [2.1483 ms; 2.2498 ms] (CI 99.9%), Margin = 0.0508 ms (2.31% of Mean)
Skewness = 1.9, Kurtosis = 5.95, MValue = 2
-------------------- Histogram --------------------
[2.116 ms ; 2.191 ms) | @@@@@@@@@@@@@@@@@
[2.191 ms ; 2.240 ms) | @@@@@@
[2.240 ms ; 2.298 ms) | @@
[2.298 ms ; 2.386 ms) | 
[2.386 ms ; 2.436 ms) | @@
---------------------------------------------------

ClassVsStructBenchmarks.StructArrayAccess: DefaultJob
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 943.3349 us, StdErr = 4.4073 us (0.47%); N = 16, StdDev = 17.6293 us
Min = 924.2484 us, Q1 = 931.0213 us, Median = 938.4996 us, Q3 = 951.4276 us, Max = 985.5550 us
IQR = 20.4063 us, LowerFence = 900.4120 us, UpperFence = 982.0370 us
ConfidenceInterval = [925.3849 us; 961.2849 us] (CI 99.9%), Margin = 17.9500 us (1.90% of Mean)
Skewness = 0.97, Kurtosis = 2.8, MValue = 2
-------------------- Histogram --------------------
[919.629 us ; 951.808 us) | @@@@@@@@@@@@
[951.808 us ; 991.677 us) | @@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=macOS Mojave 10.14.4 (18E226) [Darwin 18.5.0]
Intel Core i5-5250U CPU 1.60GHz (Broadwell), 1 CPU, 4 logical and 2 physical cores
.NET Core SDK=2.2.105
  [Host]     : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
  DefaultJob : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT


|            Method |       Mean |    Error |   StdDev | Ratio | RatioSD |
|------------------ |-----------:|---------:|---------:|------:|--------:|
|  ClassArrayAccess | 2,199.0 us | 50.78 us | 71.18 us |  1.00 |    0.00 |
| StructArrayAccess |   943.3 us | 17.95 us | 17.63 us |  0.43 |    0.02 |

// * Hints *
Outliers
  ClassVsStructBenchmarks.ClassArrayAccess: Default  -> 4 outliers were removed (2.61 ms..2.88 ms)
  ClassVsStructBenchmarks.StructArrayAccess: Default -> 2 outliers were removed (1.05 ms, 1.07 ms)

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 us    : 1 Microsecond (0.000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:01 (61.37 sec), executed benchmarks: 2

Global total time: 00:01:15 (75.89 sec), executed benchmarks: 2
// * Artifacts cleanup *
